iter	Logloss
502	0.1341240691
503	0.1341093486
504	0.1340920353
505	0.1340752257
506	0.1340295167
507	0.1339943926
508	0.1339786036
509	0.1339274265
510	0.133850746
511	0.1338410047
512	0.1338166262
513	0.1338113912
514	0.1337947596
515	0.1337668039
516	0.133750824
517	0.1337471665
518	0.133704348
519	0.1336927261
520	0.1336761396
521	0.1336483316
522	0.133609298
523	0.133590156
524	0.1335673605
525	0.1335413547
526	0.1335259403
527	0.1334988224
528	0.133466098
529	0.1334334097
530	0.1334119514
531	0.1333888816
532	0.1333606671
533	0.1333412597
534	0.1333347132
535	0.1332898406
536	0.133277732
537	0.1332705848
538	0.1332406671
539	0.1332112253
540	0.1332042977
541	0.1331738196
542	0.1331292414
543	0.1331095847
544	0.133046337
545	0.1330153043
546	0.1330012811
547	0.1329678269
548	0.1329494519
549	0.1329249969
550	0.1329034588
551	0.1328448497
552	0.1327876605
553	0.1327667835
554	0.1327455008
555	0.1327195665
556	0.1326974096
557	0.1326793332
558	0.1326498429
559	0.1326399978
560	0.1326105898
561	0.1325888864
562	0.132566737
563	0.1325542238
564	0.1325468907
565	0.1325342814
566	0.1325105817
567	0.1324788491
568	0.1324643106
569	0.1324524262
570	0.1324436667
571	0.1324104489
572	0.1323730974
573	0.1323285723
574	0.1323241408
575	0.1322948022
576	0.1322684677
577	0.1322450018
578	0.1322133054
579	0.132198899
580	0.1321660333
581	0.1321530941
582	0.1321305917
583	0.1321237445
584	0.1321087197
585	0.1320940199
586	0.1320794899
587	0.1320714325
588	0.1320639226
589	0.1320445573
590	0.1320227031
591	0.1320124057
592	0.1319891488
593	0.1319237509
594	0.1319001615
595	0.1318861121
596	0.1318656717
597	0.1318556252
598	0.1318396877
599	0.1318291461
600	0.1317979809
601	0.1317810461
602	0.1317647934
603	0.1317512039
604	0.1317466942
605	0.1317266761
606	0.131697693
607	0.1316673972
608	0.1316269206
609	0.131539849
610	0.1314785902
611	0.1314694098
612	0.1314499471
613	0.1314347063
614	0.1313862555
615	0.1313716423
616	0.1313445886
617	0.1313192669
618	0.1313124074
619	0.1313015252
620	0.1312481999
621	0.131236775
622	0.1312097172
623	0.1311952256
624	0.1311847816
625	0.1311673636
626	0.1311480633
627	0.1310951773
628	0.1310577185
629	0.1310530557
630	0.1310394635
631	0.1310265451
632	0.1310164716
633	0.1310038175
634	0.1309937206
635	0.1309843727
636	0.1309608545
637	0.1309264472
638	0.1309167245
639	0.1309071848
640	0.1308894695
641	0.1308819192
642	0.1308687586
643	0.1308095602
644	0.1307953456
645	0.1307685738
646	0.1307137923
647	0.1306903787
648	0.1306356738
649	0.1306315862
650	0.1306166901
651	0.1306075895
652	0.1305990207
653	0.1305761613
654	0.1305614262
655	0.1305607322
656	0.1305538872
657	0.1305405512
658	0.130501279
659	0.1304897749
660	0.130480835
661	0.1304421198
662	0.130423872
663	0.130405726
664	0.1303549375
665	0.130329417
666	0.1303035165
667	0.1302905399
668	0.1302591964
669	0.1302103871
670	0.1301967001
671	0.1301809529
672	0.1301711234
673	0.130129356
674	0.1301131333
675	0.1301039992
676	0.1300859425
677	0.1300698177
678	0.1300531725
679	0.1299898047
680	0.129972603
681	0.1299402526
682	0.1299280062
683	0.1299074579
684	0.1298876194
685	0.1298780053
686	0.1298646431
687	0.1298597535
688	0.1298515952
689	0.1298166728
690	0.1297988796
691	0.1297686338
692	0.1297597685
693	0.1297374115
694	0.1297150777
695	0.1297142982
696	0.1297025105
697	0.1296820684
698	0.1296466804
699	0.1296209805
700	0.129613042
701	0.129601398
702	0.1295689105
703	0.1294961461
704	0.1294737364
705	0.1294566088
706	0.1294356312
707	0.1294116194
708	0.1294001382
709	0.1293894128
710	0.1293697647
711	0.1293558182
712	0.1293486808
713	0.1293375974
714	0.129333572
715	0.1293186931
716	0.1293148575
717	0.1292964509
718	0.1292914215
719	0.1292825289
720	0.1292737287
721	0.1292427738
722	0.1292355335
723	0.129202569
724	0.1291871815
725	0.1291793252
726	0.129163984
727	0.1291406738
728	0.1291266928
729	0.1291192605
730	0.1291110652
731	0.1290669596
732	0.1290586286
733	0.1290211425
734	0.1290118823
735	0.1290003541
736	0.1289974155
737	0.128989457
738	0.1289683494
739	0.1289670444
740	0.1289587627
741	0.1289550762
742	0.1289408345
743	0.1289274292
744	0.1289219695
745	0.1289166753
746	0.1288906873
747	0.1288838059
748	0.128874022
749	0.128867059
750	0.1288663751
751	0.1288573193
752	0.1288525248
753	0.1288461363
754	0.1288032316
755	0.1287926382
756	0.128787706
757	0.1287733261
758	0.1287401758
759	0.1287277148
760	0.1287255834
761	0.1287088095
762	0.128702997
763	0.1286835203
764	0.1286021924
765	0.1286014005
766	0.1285942154
767	0.1285824353
768	0.1285730401
769	0.1285554794
770	0.1285418342
771	0.1285314448
772	0.1285290713
773	0.1285166071
774	0.1285079449
775	0.1285000328
776	0.1284831388
777	0.1284697208
778	0.128466343
779	0.1284611529
780	0.128445255
781	0.1284401793
782	0.1284235739
783	0.128416886
784	0.1283839265
785	0.1283827707
786	0.1283477052
787	0.1283417094
788	0.1283252924
789	0.1283131967
790	0.1282972509
791	0.1282945088
792	0.1282462269
793	0.1282172486
794	0.1282097342
795	0.128201163
796	0.1281967143
797	0.1281653731
798	0.1281545024
799	0.1281468715
800	0.1281435901
801	0.1281351044
802	0.1281116483
803	0.1281034446
804	0.1280830938
805	0.1280733076
806	0.1280398703
807	0.1280248063
808	0.1280149264
809	0.128001705
810	0.1279815899
811	0.1279719556
812	0.127965892
813	0.1279546062
814	0.1279387005
815	0.1279324085
816	0.1279289633
817	0.1279150099
818	0.1278997553
819	0.1278795447
820	0.1278722651
821	0.1278716468
822	0.1278633851
823	0.1278575135
824	0.1278494694
825	0.1278335473
826	0.12780862
827	0.1278061959
828	0.1277858056
829	0.1277792871
830	0.1277787764
831	0.1277736167
832	0.1277631137
833	0.1277582109
834	0.1277329152
835	0.1277196025
836	0.1276962355
837	0.1276868539
838	0.1276629927
839	0.1276568276
840	0.1276463823
841	0.1276018306
842	0.1275945283
843	0.127579495
844	0.1275701118
845	0.1275148782
846	0.1274720002
847	0.1274630602
848	0.1274559864
849	0.1274485532
850	0.127411194
851	0.1274059831
852	0.1273983541
853	0.127361297
854	0.1273606103
855	0.1273500831
856	0.1273312372
857	0.1273146377
858	0.1272996867
859	0.1272742857
860	0.1272573042
861	0.1272319146
862	0.1272288866
863	0.1272150016
864	0.1271980109
865	0.1271937416
866	0.1271661563
867	0.1271618704
868	0.1271461145
869	0.1271208015
870	0.1271186103
871	0.1271122222
872	0.12707033
873	0.1270488333
874	0.1270428516
875	0.12703693
876	0.1270312982
877	0.1269987284
878	0.1269627625
879	0.1269246261
880	0.1269214283
881	0.1269182436
882	0.1269086616
883	0.1269001501
884	0.1268972154
885	0.1268888053
886	0.1268825549
887	0.1268522335
888	0.126834174
889	0.1268207289
890	0.1267933744
891	0.126787429
892	0.126778129
893	0.1267737211
894	0.1267696145
895	0.1267638706
896	0.1267483749
897	0.1267448186
898	0.1267357792
899	0.1267354152
900	0.126714362
901	0.1266880773
902	0.1266858388
903	0.1266501221
904	0.1266244562
905	0.1266167102
906	0.1266102802
907	0.126609136
908	0.1265934488
909	0.1265681251
910	0.1265303969
911	0.1265188289
912	0.1265055562
913	0.1264954083
914	0.1264799531
915	0.1264682877
916	0.1264577435
917	0.1264541265
918	0.1264304193
919	0.1264257841
920	0.1264200134
921	0.126398662
922	0.1263844742
923	0.1263782264
924	0.1263660416
925	0.1263532111
926	0.1263225318
927	0.1263172522
928	0.1263123367
929	0.1263107842
930	0.1262883689
931	0.1262545378
932	0.1262522236
933	0.1262249092
934	0.126219559
935	0.1262036742
936	0.1261939632
937	0.1261806938
938	0.12617188
939	0.1261657685
940	0.1261599725
941	0.1261572515
942	0.1261497903
943	0.126140053
944	0.1261199038
945	0.126108382
946	0.1260978479
947	0.1260812709
948	0.1260769877
949	0.126057797
950	0.1260377646
951	0.1260008892
952	0.1259916009
953	0.1259594937
954	0.1259537423
955	0.1259407691
956	0.1259357905
957	0.1259284142
958	0.1259256438
959	0.1259167158
960	0.1258943177
961	0.1258817545
962	0.1258788569
963	0.1258595471
964	0.1258477707
965	0.1258402485
966	0.1258296817
967	0.1258179044
968	0.1258081539
969	0.1257779772
970	0.1257766611
971	0.1257719274
972	0.1257582265
973	0.1257315816
974	0.1257235524
975	0.1257154027
976	0.125675878
977	0.1256530803
978	0.1256433025
979	0.125632964
980	0.1256198108
981	0.1255871733
982	0.1255734812
983	0.1255529121
984	0.1255447356
985	0.1255326361
986	0.1255308287
987	0.1255235783
988	0.1254780503
989	0.1254587424
990	0.1254527204
991	0.1254467321
992	0.1254458102
993	0.125442554
994	0.125440034
995	0.125437302
996	0.1254260085
997	0.1254083129
998	0.1253991389
999	0.1253908947
